product_series,state_abbr,form_name,file_name,new_business,customer_service,individual_plan,group_plan,standard,order,download_page,description,,,,
"Term Alabama	1597-NI	1597-NI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,0,0,"	Life Insurance Buyer's Guide",,,,,,,
"Term Indiana	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,273,273,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Indiana	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,274,274,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Indiana	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,275,275,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Indiana	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,276,276,"	Companion Case Transmittal",,,,,,,
"Term Indiana	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,277,277,"	List Billing Transmittal",,,,,,,
"Term Indiana	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,278,278,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Indiana	6404	6404.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,279,279,"	HIV Testing Informed Consent",,,,,,,
"Term Indiana	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,280,280,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Indiana	6420-IN	6420-IN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,281,281,"	Life Insurance Application For use in IN",,,,,,,
"Term Indiana	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,282,282,"	Trustee Certification",,,,,,,
"Term Indiana	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,283,283,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Indiana	6486-IN	6486-IN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,284,284,"	Important Notice Regarding Replacement of Life Insurance and Annuities For use in IN",,,,,,,
"Term Indiana	6487	6487.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,285,285,"	Client Replacement Information Form (CRIF)",,,,,,,
"Term Indiana	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,286,286,"	Application Submittal Checklist",,,,,,,
"Term Indiana	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,287,287,"	Military Supplement to Application",,,,,,,
"Term Indiana	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,288,288,"	Application Overflow Page",,,,,,,
"Term Indiana	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,289,289,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Indiana	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,290,290,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Indiana	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,291,291,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Indiana	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,292,292,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Indiana	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,293,293,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Iowa	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,294,294,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Iowa	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,295,295,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Iowa	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,296,296,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Iowa	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,297,297,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Iowa	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,298,298,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Iowa	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,299,299,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Iowa	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,300,300,"	Companion Case Transmittal",,,,,,,
"Term Iowa	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,301,301,"	List Billing Transmittal",,,,,,,
"Term Iowa	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,302,302,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Iowa	6404-NIH	6404-NIH%207-08.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,303,303,"	HIV Infection and AIDS: An Overview",,,,,,,
"Term Iowa	6404-IA	6404-IA.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,304,304,"	HIV Testing Informed Consent",,,,,,,
"Term Iowa	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,305,305,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Iowa	6420-C	6420-C.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,306,306,"	Life Insurance Application For use in AZ and IA Effective 5/13",,,,,,,
"Term Iowa	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,307,307,"	Trustee Certification",,,,,,,
"Term Iowa	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,308,308,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Iowa	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,309,309,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term Iowa	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,310,310,"	Application Submittal Checklist",,,,,,,
"Term Iowa	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,311,311,"	Military Supplement to Application",,,,,,,
"Term Iowa	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,312,312,"	Application Overflow Page",,,,,,,
"Term Iowa	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,313,313,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Iowa	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,314,314,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Iowa	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,315,315,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Iowa	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,316,316,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Iowa	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,317,317,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Kansas	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,318,318,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Kansas	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,319,319,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Kansas	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,320,320,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Kansas	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,321,321,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Kansas	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,322,322,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Kansas	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,323,323,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Kansas	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,324,324,"	Companion Case Transmittal",,,,,,,
"Term Kansas	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,325,325,"	List Billing Transmittal",,,,,,,
"Term Kansas	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,326,326,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Kansas	6256	6256%20A&B-C.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,327,327," A&B-C	Aviation/Racing Questionnaire (For use in AZ", KS, NV, VA, WA),,,
"Term Kansas	6404	6404-NIH%207-08.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,328,328,"	HIV Testing Informed Consent",,,,,,,
"Term Kansas	6404	6404-NIH%207-08.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,329,329,"	HIV Testing Informed Consent",,,,,,,
"Term Kansas	6404	6404.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,330,330,"	HIV Testing Informed Consent",,,,,,,
"Term Kansas	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,331,331,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Kansas	6420-KS	6420-KS.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,332,332,"	Life Insurance Application For use in KS Effective 5/13",,,,,,,
"Term Kansas	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,333,333,"	Trustee Certification",,,,,,,
"Term Kansas	6486A-KS	6486A-KS.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,334,334,"	Important Notice Regarding Replacement of Life Insurance For use when existing and proposed contracts are written by different companies",,,,,,,
"Term Kansas	6486B-KS	6486B-KS.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,335,335,"	Important Notice Regarding Replacement of Life Insurance For use when existing and proposed contracts are written by the same company",,,,,,,
"Term Kansas	6487	6487.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,336,336,"	Client Replacement Information Form (CRIF)",,,,,,,
"Term Kansas	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,337,337,"	Application Submittal Checklist",,,,,,,
"Term Kansas	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,338,338,"	Military Supplement to Application",,,,,,,
"Term Kansas	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,339,339,"	Application Overflow Page",,,,,,,
"Term Kansas	6535	6535%202-10x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,340,340,"	Life Application Supplement - Source of Funds (For $500",000 total amount of coverage or more where the Insured is age 65 or older.),,,,,,
"Term Kansas	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,341,341,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Kansas	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,342,342,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Kansas	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,343,343,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Kansas	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,344,344,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Kansas	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,345,345,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Kentucky	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,346,346,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Kentucky	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,347,347,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Kentucky	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,348,348,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Kentucky	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,349,349,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Kentucky	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,350,350,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Kentucky	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,351,351,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Kentucky	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,352,352,"	Companion Case Transmittal",,,,,,,
"Term Kentucky	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,353,353,"	List Billing Transmittal",,,,,,,
"Term Kentucky	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,354,354,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Kentucky	6404-KY	6404-KY.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,355,355,"	HIV Testing Informed Consent",,,,,,,
"Term Kentucky	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,356,356,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Kentucky	6420-KY	6420-KY.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,357,357,"	Life Insurance Application For use in KY",,,,,,,
"Term Kentucky	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,358,358,"	Trustee Certification",,,,,,,
"Term Kentucky	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,359,359,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Kentucky	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,360,360,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term Kentucky	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,361,361,"	Application Submittal Checklist",,,,,,,
"Term Kentucky	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,362,362,"	Military Supplement to Application",,,,,,,
"Term Kentucky	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,363,363,"	Application Overflow Page",,,,,,,
"Term Kentucky	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,364,364,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Kentucky	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,365,365,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Kentucky	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,366,366,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Kentucky	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,367,367,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Kentucky	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,368,368,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Louisiana	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,369,369,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Louisiana	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,370,370,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Louisiana	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,371,371,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Louisiana	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,372,372,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Louisiana	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,373,373,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Louisiana	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,374,374,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Louisiana	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,375,375,"	Companion Case Transmittal",,,,,,,
"Term Louisiana	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,376,376,"	List Billing Transmittal",,,,,,,
"Term Louisiana	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,377,377,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Louisiana	6404	6404.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,378,378,"	HIV Testing Informed Consent",,,,,,,
"Term Louisiana	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,379,379,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Louisiana	6420-LA	6420-LA.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,380,380,"	Life Insurance Application For use in LA Effective 5/13",,,,,,,
"Term Louisiana	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,381,381,"	Trustee Certification",,,,,,,
"Term Louisiana	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,382,382,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Louisiana	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,383,383,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term Louisiana	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,384,384,"	Application Submittal Checklist",,,,,,,
"Term Louisiana	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,385,385,"	Military Supplement to Application",,,,,,,
"Term Louisiana	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,386,386,"	Application Overflow Page",,,,,,,
"Term Louisiana	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,387,387,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Louisiana	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,388,388,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Louisiana	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,389,389,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
"Term Louisiana	W-8BEN	Form%20W-8BEN.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,390,390,"	FATCA Form W-8BEN Foreign Account Tax Compliance Act - form for use with non-U.S. individuals",,,,,,,
"Term Louisiana	W-8ECI	Form%20W-8ECI.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,391,391,"	FATCA Form W-8ECI Foreign Account Tax Compliance Act - form for use with non-US entities",,,,,,,
"Term Maine	1597-I	1597-I%2011-04x.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,392,392,"	Life Insurance Buyer's Guide For use in all states except AL", NM, & UT,,,,,
"Term Maine	2946-D	2946-D.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,393,393,"	Lifetime Advantage Acceptance & Disclosure Statement",,,,,,,
"Term Maine	3066	3066%208-14.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,394,394,"	Surrender Request Form (Internal Replacement) Form 3066",,,,,,,
"Term Maine	3068	3068%209-14fix.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,395,395,"	Corporate Authorization Form and Idemnification Agreement",,,,,,,
"Term Maine	4030	4030%20Rev.%20712.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,396,396,"	Authorization Agreement for Direct Payments (ACH Debits) Use to authorize direct payments from the account of your choice to make a purchase or premium payment on your policy/contract. This form may be returned via fax.",,,,,,,
"Term Maine	4035-TIA	4035-TIA%208-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,397,397,"	Temporary Life Insurance Agreement - Electronic Debit Authorization to Bind Coverage Form 4035-TIA 8/13",,,,,,,
"Term Maine	6230	6230.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,398,398,"	Companion Case Transmittal",,,,,,,
"Term Maine	6237	6237%206-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,399,399,"	List Billing Transmittal",,,,,,,
"Term Maine	6241	6241.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,400,400,"	Questionnaire: Foreign Residence and Travel",,,,,,,
"Term Maine	6404-ME	6404-ME.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,401,401,"	HIV Testing Informed Consent",,,,,,,
"Term Maine	6415	6415%20Rev.%20614.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,402,402,"	USA PATRIOT Act Compliance Form Per federal regulations", complete for each Annuitant/Insured; and if different than the Annuitant/Insured, for each owner, payor and assignee. This form is also required on all beneficiaries when a claim is filed. This form needs to be completed for an individual owners when requesting an ownership change or when adding an owner. An original copy is required. Please return via mail.,,,,
"Term Maine	6420-ME	6420-ME.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,403,403,"	Life Insurance Application For use in ME Effective 5/13",,,,,,,
"Term Maine	6437	6437%2010-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,404,404,"	Trustee Certification",,,,,,,
"Term Maine	6482-STD	6482-STD%20REV%2003%2010%20eff%201%2015.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,405,405,"	Verification of Existing Life Insurance or Annuities This form may be used for annuity product sales in some states. This form may be used with Form 6605 in some states.",,,,,,,
"Term Maine	6486-STD	6486-STD%20.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,406,406,"	Important Notice: Replacement of Life Insurance or Annuities",,,,,,,
"Term Maine	6491	6491%204-13.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,407,407,"	Application Submittal Checklist",,,,,,,
"Term Maine	6500	6500.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,408,408,"	Military Supplement to Application",,,,,,,
"Term Maine	6501	6501.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,409,409,"	Application Overflow Page",,,,,,,
"Term Maine	9302	9302%201-12.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,410,410,"	Assignment of Life Insurance Policy as Collateral Use to assign your policy as collateral. Form can be used in all states.",,,,,,,
"Term Maine	W-8BEN-E	Form%20W-8BEN-E.pdf",TRUE ,FALSE ,TRUE ,FALSE ,TRUE ,411,411,"	FATCA Form W-8BEN-E Foreign Account Tax Compliance Act - form for use with non-U.S. entities",,,,,,,
